8/24/2007,47500,47500,47500,47500,1,1
8/31/2007,51000,51000,51000,51000,1,1
9/7/2007,43200,43200,43200,43200,1,1
9/14/2007,51200,51200,51200,51200,1,1
9/21/2007,49800,49800,49800,49800,1,1
9/28/2007,52000,52000,52000,52000,1,1
10/5/2007,53400,53400,53400,53400,1,1
10/12/2007,53100,53100,53100,53100,1,1
10/19/2007,56000,56000,56000,56000,1,1
10/26/2007,54100,54100,54100,54100,1,1
11/2/2007,51200,51200,51200,51200,1,1
11/9/2007,51900,51900,51900,51900,1,1
11/16/2007,54700,54700,54700,54700,1,1
11/23/2007,40600,40600,40600,40600,1,1
11/30/2007,51400,51400,51400,51400,1,1
12/7/2007,53300,53300,53300,53300,1,1
12/14/2007,53500,53500,53500,53500,1,1
12/21/2007,50300,50300,50300,50300,1,1
12/28/2007,34900,34900,34900,34900,1,1
1/4/2008,43100,43100,43100,43100,1,1
1/11/2008,56000,56000,56000,56000,1,1
1/18/2008,57600,57600,57600,57600,1,1
1/25/2008,50500,50500,50500,50500,1,1
2/1/2008,48800,48800,48800,48800,1,1
2/8/2008,49800,49800,49800,49800,1,1
2/15/2008,51400,51400,51400,51400,1,1
2/22/2008,51000,51000,51000,51000,1,1
2/29/2008,52300,52300,52300,52300,1,1
3/7/2008,53100,53100,53100,53100,1,1
3/14/2008,51600,51600,51600,51600,1,1
3/21/2008,50500,50500,50500,50500,1,1
3/28/2008,48800,48800,48800,48800,1,1
4/4/2008,51000,51000,51000,51000,1,1
4/11/2008,52000,52000,52000,52000,1,1
4/18/2008,50700,50700,50700,50700,1,1
4/25/2008,48000,48000,48000,48000,1,1
5/2/2008,46000,46000,46000,46000,1,1
5/9/2008,46300,46300,46300,46300,1,1
5/16/2008,44200,44200,44200,44200,1,1
5/23/2008,45400,45400,45400,45400,1,1
5/30/2008,38800,38800,38800,38800,1,1
6/6/2008,45100,45100,45100,45100,1,1
6/13/2008,43800,43800,43800,43800,1,1
6/20/2008,42300,42300,42300,42300,1,1
6/27/2008,43000,43000,43000,43000,1,1
7/4/2008,35800,35800,35800,35800,1,1
7/11/2008,47900,47900,47900,47900,1,1
7/18/2008,45800,45800,45800,45800,1,1
7/25/2008,49700,49700,49700,49700,1,1
8/1/2008,49600,49600,49600,49600,1,1
8/8/2008,51400,51400,51400,51400,1,1
8/15/2008,51400,51400,51400,51400,1,1
8/22/2008,54000,54000,54000,54000,1,1
8/29/2008,55900,55900,55900,55900,1,1
9/5/2008,47900,47900,47900,47900,1,1
9/12/2008,55300,55300,55300,55300,1,1
9/19/2008,51900,51900,51900,51900,1,1
9/26/2008,49800,49800,49800,49800,1,1
10/3/2008,52100,52100,52100,52100,1,1
10/10/2008,53300,53300,53300,53300,1,1
10/17/2008,50900,50900,50900,50900,1,1
10/24/2008,51800,51800,51800,51800,1,1
10/31/2008,52000,52000,52000,52000,1,1
11/7/2008,52200,52200,52200,52200,1,1
11/14/2008,56100,56100,56100,56100,1,1
11/21/2008,50800,50800,50800,50800,1,1
11/28/2008,43800,43800,43800,43800,1,1
12/5/2008,52300,52300,52300,52300,1,1
12/12/2008,52500,52500,52500,52500,1,1
12/19/2008,52600,52600,52600,52600,1,1
12/26/2008,37100,37100,37100,37100,1,1
1/2/2009,50100,50100,50100,50100,1,1
1/9/2009,71700,71700,71700,71700,1,1
1/16/2009,65500,65500,65500,65500,1,1
1/23/2009,65200,65200,65200,65200,1,1
1/30/2009,62900,62900,62900,62900,1,1
2/6/2009,61500,61500,61500,61500,1,1
2/13/2009,64500,64500,64500,64500,1,1
2/20/2009,59500,59500,59500,59500,1,1
2/27/2009,57700,57700,57700,57700,1,1
3/6/2009,60500,60500,60500,60500,1,1
3/13/2009,54100,54100,54100,54100,1,1
